"","--dataset","--n_obs","--dim_in","--rep","--path"
"3933","linear",1000,50,1,"mi"
"3934","rbf",1000,50,1,"mi"
"3935","matern32",1000,50,1,"mi"
"3936","complex",1000,50,1,"mi"
"3937","linear",100,100,1,"mi"
"3938","rbf",100,100,1,"mi"
"3939","matern32",100,100,1,"mi"
"3940","complex",100,100,1,"mi"
"3941","linear",200,100,1,"mi"
"3942","rbf",200,100,1,"mi"
"3943","matern32",200,100,1,"mi"
"3944","complex",200,100,1,"mi"
"3945","linear",500,100,1,"mi"
"3946","rbf",500,100,1,"mi"
"3947","matern32",500,100,1,"mi"
"3948","complex",500,100,1,"mi"
"3949","linear",1000,100,1,"mi"
"3950","rbf",1000,100,1,"mi"
"3951","matern32",1000,100,1,"mi"
"3952","complex",1000,100,1,"mi"
"3953","linear",100,200,1,"mi"
"3954","rbf",100,200,1,"mi"
"3955","matern32",100,200,1,"mi"
"3956","complex",100,200,1,"mi"
"3957","linear",200,200,1,"mi"
"3958","rbf",200,200,1,"mi"
"3959","matern32",200,200,1,"mi"
"3960","complex",200,200,1,"mi"
"3961","linear",500,200,1,"mi"
"3962","rbf",500,200,1,"mi"
"3963","matern32",500,200,1,"mi"
"3964","complex",500,200,1,"mi"
"3965","linear",1000,200,1,"mi"
"3966","rbf",1000,200,1,"mi"
"3967","matern32",1000,200,1,"mi"
"3968","complex",1000,200,1,"mi"
"3969","linear",100,25,2,"mi"
"3970","rbf",100,25,2,"mi"
"3971","matern32",100,25,2,"mi"
"3972","complex",100,25,2,"mi"
"3973","linear",200,25,2,"mi"
"3974","rbf",200,25,2,"mi"
"3975","matern32",200,25,2,"mi"
"3976","complex",200,25,2,"mi"
"3977","linear",500,25,2,"mi"
"3978","rbf",500,25,2,"mi"
"3979","matern32",500,25,2,"mi"
"3980","complex",500,25,2,"mi"
"3981","linear",1000,25,2,"mi"
"3982","rbf",1000,25,2,"mi"
"3983","matern32",1000,25,2,"mi"
"3984","complex",1000,25,2,"mi"
"3985","linear",100,50,2,"mi"
"3986","rbf",100,50,2,"mi"
"3987","matern32",100,50,2,"mi"
"3988","complex",100,50,2,"mi"
"3989","linear",200,50,2,"mi"
"3990","rbf",200,50,2,"mi"
"3991","matern32",200,50,2,"mi"
"3992","complex",200,50,2,"mi"
"3993","linear",500,50,2,"mi"
"3994","rbf",500,50,2,"mi"
"3995","matern32",500,50,2,"mi"
"3996","complex",500,50,2,"mi"
"3997","linear",1000,50,2,"mi"
"3998","rbf",1000,50,2,"mi"
"3999","matern32",1000,50,2,"mi"
"4000","complex",1000,50,2,"mi"
"4001","linear",100,100,2,"mi"
"4002","rbf",100,100,2,"mi"
"4003","matern32",100,100,2,"mi"
"4004","complex",100,100,2,"mi"
"4005","linear",200,100,2,"mi"
"4006","rbf",200,100,2,"mi"
"4007","matern32",200,100,2,"mi"
"4008","complex",200,100,2,"mi"
"4009","linear",500,100,2,"mi"
"4010","rbf",500,100,2,"mi"
"4011","matern32",500,100,2,"mi"
"4012","complex",500,100,2,"mi"
"4013","linear",1000,100,2,"mi"
"4014","rbf",1000,100,2,"mi"
"4015","matern32",1000,100,2,"mi"
"4016","complex",1000,100,2,"mi"
"4017","linear",100,200,2,"mi"
"4018","rbf",100,200,2,"mi"
"4019","matern32",100,200,2,"mi"
"4020","complex",100,200,2,"mi"
"4021","linear",200,200,2,"mi"
"4022","rbf",200,200,2,"mi"
"4023","matern32",200,200,2,"mi"
"4024","complex",200,200,2,"mi"
"4025","linear",500,200,2,"mi"
"4026","rbf",500,200,2,"mi"
"4027","matern32",500,200,2,"mi"
"4028","complex",500,200,2,"mi"
"4029","linear",1000,200,2,"mi"
"4030","rbf",1000,200,2,"mi"
"4031","matern32",1000,200,2,"mi"
"4032","complex",1000,200,2,"mi"
"4033","linear",100,25,3,"mi"
"4034","rbf",100,25,3,"mi"
"4035","matern32",100,25,3,"mi"
"4036","complex",100,25,3,"mi"
"4037","linear",200,25,3,"mi"
"4038","rbf",200,25,3,"mi"
"4039","matern32",200,25,3,"mi"
"4040","complex",200,25,3,"mi"
"4041","linear",500,25,3,"mi"
"4042","rbf",500,25,3,"mi"
"4043","matern32",500,25,3,"mi"
"4044","complex",500,25,3,"mi"
"4045","linear",1000,25,3,"mi"
"4046","rbf",1000,25,3,"mi"
"4047","matern32",1000,25,3,"mi"
"4048","complex",1000,25,3,"mi"
"4049","linear",100,50,3,"mi"
"4050","rbf",100,50,3,"mi"
"4051","matern32",100,50,3,"mi"
"4052","complex",100,50,3,"mi"
"4053","linear",200,50,3,"mi"
"4054","rbf",200,50,3,"mi"
"4055","matern32",200,50,3,"mi"
"4056","complex",200,50,3,"mi"
"4057","linear",500,50,3,"mi"
"4058","rbf",500,50,3,"mi"
"4059","matern32",500,50,3,"mi"
"4060","complex",500,50,3,"mi"
"4061","linear",1000,50,3,"mi"
"4062","rbf",1000,50,3,"mi"
"4063","matern32",1000,50,3,"mi"
"4064","complex",1000,50,3,"mi"
"4065","linear",100,100,3,"mi"
"4066","rbf",100,100,3,"mi"
"4067","matern32",100,100,3,"mi"
"4068","complex",100,100,3,"mi"
"4069","linear",200,100,3,"mi"
"4070","rbf",200,100,3,"mi"
"4071","matern32",200,100,3,"mi"
"4072","complex",200,100,3,"mi"
"4073","linear",500,100,3,"mi"
"4074","rbf",500,100,3,"mi"
"4075","matern32",500,100,3,"mi"
"4076","complex",500,100,3,"mi"
"4077","linear",1000,100,3,"mi"
"4078","rbf",1000,100,3,"mi"
"4079","matern32",1000,100,3,"mi"
"4080","complex",1000,100,3,"mi"
"4081","linear",100,200,3,"mi"
"4082","rbf",100,200,3,"mi"
"4083","matern32",100,200,3,"mi"
"4084","complex",100,200,3,"mi"
"4085","linear",200,200,3,"mi"
"4086","rbf",200,200,3,"mi"
"4087","matern32",200,200,3,"mi"
"4088","complex",200,200,3,"mi"
"4089","linear",500,200,3,"mi"
"4090","rbf",500,200,3,"mi"
"4091","matern32",500,200,3,"mi"
"4092","complex",500,200,3,"mi"
"4093","linear",1000,200,3,"mi"
"4094","rbf",1000,200,3,"mi"
"4095","matern32",1000,200,3,"mi"
"4096","complex",1000,200,3,"mi"
"4097","linear",100,25,4,"mi"
"4098","rbf",100,25,4,"mi"
"4099","matern32",100,25,4,"mi"
"4100","complex",100,25,4,"mi"
"4101","linear",200,25,4,"mi"
"4102","rbf",200,25,4,"mi"
"4103","matern32",200,25,4,"mi"
"4104","complex",200,25,4,"mi"
"4105","linear",500,25,4,"mi"
"4106","rbf",500,25,4,"mi"
"4107","matern32",500,25,4,"mi"
"4108","complex",500,25,4,"mi"
"4109","linear",1000,25,4,"mi"
"4110","rbf",1000,25,4,"mi"
"4111","matern32",1000,25,4,"mi"
"4112","complex",1000,25,4,"mi"
"4113","linear",100,50,4,"mi"
"4114","rbf",100,50,4,"mi"
"4115","matern32",100,50,4,"mi"
"4116","complex",100,50,4,"mi"
"4117","linear",200,50,4,"mi"
"4118","rbf",200,50,4,"mi"
"4119","matern32",200,50,4,"mi"
"4120","complex",200,50,4,"mi"
"4121","linear",500,50,4,"mi"
"4122","rbf",500,50,4,"mi"
"4123","matern32",500,50,4,"mi"
"4124","complex",500,50,4,"mi"
"4125","linear",1000,50,4,"mi"
"4126","rbf",1000,50,4,"mi"
"4127","matern32",1000,50,4,"mi"
"4128","complex",1000,50,4,"mi"
"4129","linear",100,100,4,"mi"
"4130","rbf",100,100,4,"mi"
"4131","matern32",100,100,4,"mi"
"4132","complex",100,100,4,"mi"
"4133","linear",200,100,4,"mi"
"4134","rbf",200,100,4,"mi"
"4135","matern32",200,100,4,"mi"
"4136","complex",200,100,4,"mi"
"4137","linear",500,100,4,"mi"
"4138","rbf",500,100,4,"mi"
"4139","matern32",500,100,4,"mi"
"4140","complex",500,100,4,"mi"
"4141","linear",1000,100,4,"mi"
"4142","rbf",1000,100,4,"mi"
"4143","matern32",1000,100,4,"mi"
"4144","complex",1000,100,4,"mi"
"4145","linear",100,200,4,"mi"
"4146","rbf",100,200,4,"mi"
"4147","matern32",100,200,4,"mi"
"4148","complex",100,200,4,"mi"
"4149","linear",200,200,4,"mi"
"4150","rbf",200,200,4,"mi"
"4151","matern32",200,200,4,"mi"
"4152","complex",200,200,4,"mi"
"4153","linear",500,200,4,"mi"
"4154","rbf",500,200,4,"mi"
"4155","matern32",500,200,4,"mi"
"4156","complex",500,200,4,"mi"
"4157","linear",1000,200,4,"mi"
"4158","rbf",1000,200,4,"mi"
"4159","matern32",1000,200,4,"mi"
"4160","complex",1000,200,4,"mi"
"4161","linear",100,25,5,"mi"
"4162","rbf",100,25,5,"mi"
"4163","matern32",100,25,5,"mi"
"4164","complex",100,25,5,"mi"
"4165","linear",200,25,5,"mi"
"4166","rbf",200,25,5,"mi"
"4167","matern32",200,25,5,"mi"
"4168","complex",200,25,5,"mi"
"4169","linear",500,25,5,"mi"
"4170","rbf",500,25,5,"mi"
"4171","matern32",500,25,5,"mi"
"4172","complex",500,25,5,"mi"
"4173","linear",1000,25,5,"mi"
"4174","rbf",1000,25,5,"mi"
"4175","matern32",1000,25,5,"mi"
"4176","complex",1000,25,5,"mi"
"4177","linear",100,50,5,"mi"
"4178","rbf",100,50,5,"mi"
"4179","matern32",100,50,5,"mi"
"4180","complex",100,50,5,"mi"
"4181","linear",200,50,5,"mi"
"4182","rbf",200,50,5,"mi"
"4183","matern32",200,50,5,"mi"
"4184","complex",200,50,5,"mi"
"4185","linear",500,50,5,"mi"
"4186","rbf",500,50,5,"mi"
"4187","matern32",500,50,5,"mi"
"4188","complex",500,50,5,"mi"
"4189","linear",1000,50,5,"mi"
"4190","rbf",1000,50,5,"mi"
"4191","matern32",1000,50,5,"mi"
"4192","complex",1000,50,5,"mi"
"4193","linear",100,100,5,"mi"
"4194","rbf",100,100,5,"mi"
"4195","matern32",100,100,5,"mi"
"4196","complex",100,100,5,"mi"
"4197","linear",200,100,5,"mi"
"4198","rbf",200,100,5,"mi"
"4199","matern32",200,100,5,"mi"
"4200","complex",200,100,5,"mi"
"4201","linear",500,100,5,"mi"
"4202","rbf",500,100,5,"mi"
"4203","matern32",500,100,5,"mi"
"4204","complex",500,100,5,"mi"
"4205","linear",1000,100,5,"mi"
"4206","rbf",1000,100,5,"mi"
"4207","matern32",1000,100,5,"mi"
"4208","complex",1000,100,5,"mi"
"4209","linear",100,200,5,"mi"
"4210","rbf",100,200,5,"mi"
"4211","matern32",100,200,5,"mi"
"4212","complex",100,200,5,"mi"
"4213","linear",200,200,5,"mi"
"4214","rbf",200,200,5,"mi"
"4215","matern32",200,200,5,"mi"
"4216","complex",200,200,5,"mi"
"4217","linear",500,200,5,"mi"
"4218","rbf",500,200,5,"mi"
"4219","matern32",500,200,5,"mi"
"4220","complex",500,200,5,"mi"
"4221","linear",1000,200,5,"mi"
"4222","rbf",1000,200,5,"mi"
"4223","matern32",1000,200,5,"mi"
"4224","complex",1000,200,5,"mi"
"4225","linear",100,25,6,"mi"
"4226","rbf",100,25,6,"mi"
"4227","matern32",100,25,6,"mi"
"4228","complex",100,25,6,"mi"
"4229","linear",200,25,6,"mi"
"4230","rbf",200,25,6,"mi"
"4231","matern32",200,25,6,"mi"
"4232","complex",200,25,6,"mi"
"4233","linear",500,25,6,"mi"
"4234","rbf",500,25,6,"mi"
"4235","matern32",500,25,6,"mi"
"4236","complex",500,25,6,"mi"
"4237","linear",1000,25,6,"mi"
"4238","rbf",1000,25,6,"mi"
"4239","matern32",1000,25,6,"mi"
"4240","complex",1000,25,6,"mi"
"4241","linear",100,50,6,"mi"
"4242","rbf",100,50,6,"mi"
"4243","matern32",100,50,6,"mi"
"4244","complex",100,50,6,"mi"
"4245","linear",200,50,6,"mi"
"4246","rbf",200,50,6,"mi"
"4247","matern32",200,50,6,"mi"
"4248","complex",200,50,6,"mi"
"4249","linear",500,50,6,"mi"
"4250","rbf",500,50,6,"mi"
"4251","matern32",500,50,6,"mi"
"4252","complex",500,50,6,"mi"
"4253","linear",1000,50,6,"mi"
"4254","rbf",1000,50,6,"mi"
"4255","matern32",1000,50,6,"mi"
"4256","complex",1000,50,6,"mi"
"4257","linear",100,100,6,"mi"
"4258","rbf",100,100,6,"mi"
"4259","matern32",100,100,6,"mi"
"4260","complex",100,100,6,"mi"
"4261","linear",200,100,6,"mi"
"4262","rbf",200,100,6,"mi"
"4263","matern32",200,100,6,"mi"
"4264","complex",200,100,6,"mi"
"4265","linear",500,100,6,"mi"
"4266","rbf",500,100,6,"mi"
"4267","matern32",500,100,6,"mi"
"4268","complex",500,100,6,"mi"
"4269","linear",1000,100,6,"mi"
"4270","rbf",1000,100,6,"mi"
"4271","matern32",1000,100,6,"mi"
"4272","complex",1000,100,6,"mi"
"4273","linear",100,200,6,"mi"
"4274","rbf",100,200,6,"mi"
"4275","matern32",100,200,6,"mi"
"4276","complex",100,200,6,"mi"
"4277","linear",200,200,6,"mi"
"4278","rbf",200,200,6,"mi"
"4279","matern32",200,200,6,"mi"
"4280","complex",200,200,6,"mi"
"4281","linear",500,200,6,"mi"
"4282","rbf",500,200,6,"mi"
"4283","matern32",500,200,6,"mi"
"4284","complex",500,200,6,"mi"
"4285","linear",1000,200,6,"mi"
"4286","rbf",1000,200,6,"mi"
"4287","matern32",1000,200,6,"mi"
"4288","complex",1000,200,6,"mi"
"4289","linear",100,25,7,"mi"
"4290","rbf",100,25,7,"mi"
"4291","matern32",100,25,7,"mi"
"4292","complex",100,25,7,"mi"
"4293","linear",200,25,7,"mi"
"4294","rbf",200,25,7,"mi"
"4295","matern32",200,25,7,"mi"
"4296","complex",200,25,7,"mi"
"4297","linear",500,25,7,"mi"
"4298","rbf",500,25,7,"mi"
"4299","matern32",500,25,7,"mi"
"4300","complex",500,25,7,"mi"
"4301","linear",1000,25,7,"mi"
"4302","rbf",1000,25,7,"mi"
"4303","matern32",1000,25,7,"mi"
"4304","complex",1000,25,7,"mi"
"4305","linear",100,50,7,"mi"
"4306","rbf",100,50,7,"mi"
"4307","matern32",100,50,7,"mi"
"4308","complex",100,50,7,"mi"
"4309","linear",200,50,7,"mi"
"4310","rbf",200,50,7,"mi"
"4311","matern32",200,50,7,"mi"
"4312","complex",200,50,7,"mi"
"4313","linear",500,50,7,"mi"
"4314","rbf",500,50,7,"mi"
"4315","matern32",500,50,7,"mi"
"4316","complex",500,50,7,"mi"
"4317","linear",1000,50,7,"mi"
"4318","rbf",1000,50,7,"mi"
"4319","matern32",1000,50,7,"mi"
"4320","complex",1000,50,7,"mi"
"4321","linear",100,100,7,"mi"
"4322","rbf",100,100,7,"mi"
"4323","matern32",100,100,7,"mi"
"4324","complex",100,100,7,"mi"
"4325","linear",200,100,7,"mi"
"4326","rbf",200,100,7,"mi"
"4327","matern32",200,100,7,"mi"
"4328","complex",200,100,7,"mi"
"4329","linear",500,100,7,"mi"
"4330","rbf",500,100,7,"mi"
"4331","matern32",500,100,7,"mi"
"4332","complex",500,100,7,"mi"
"4333","linear",1000,100,7,"mi"
"4334","rbf",1000,100,7,"mi"
"4335","matern32",1000,100,7,"mi"
"4336","complex",1000,100,7,"mi"
"4337","linear",100,200,7,"mi"
"4338","rbf",100,200,7,"mi"
"4339","matern32",100,200,7,"mi"
"4340","complex",100,200,7,"mi"
"4341","linear",200,200,7,"mi"
"4342","rbf",200,200,7,"mi"
"4343","matern32",200,200,7,"mi"
"4344","complex",200,200,7,"mi"
"4345","linear",500,200,7,"mi"
"4346","rbf",500,200,7,"mi"
"4347","matern32",500,200,7,"mi"
"4348","complex",500,200,7,"mi"
"4349","linear",1000,200,7,"mi"
"4350","rbf",1000,200,7,"mi"
"4351","matern32",1000,200,7,"mi"
"4352","complex",1000,200,7,"mi"
"4353","linear",100,25,8,"mi"
"4354","rbf",100,25,8,"mi"
"4355","matern32",100,25,8,"mi"
"4356","complex",100,25,8,"mi"
"4357","linear",200,25,8,"mi"
"4358","rbf",200,25,8,"mi"
"4359","matern32",200,25,8,"mi"
"4360","complex",200,25,8,"mi"
"4361","linear",500,25,8,"mi"
"4362","rbf",500,25,8,"mi"
"4363","matern32",500,25,8,"mi"
"4364","complex",500,25,8,"mi"
"4365","linear",1000,25,8,"mi"
"4366","rbf",1000,25,8,"mi"
"4367","matern32",1000,25,8,"mi"
"4368","complex",1000,25,8,"mi"
"4369","linear",100,50,8,"mi"
"4370","rbf",100,50,8,"mi"
"4371","matern32",100,50,8,"mi"
"4372","complex",100,50,8,"mi"
"4373","linear",200,50,8,"mi"
"4374","rbf",200,50,8,"mi"
"4375","matern32",200,50,8,"mi"
"4376","complex",200,50,8,"mi"
"4377","linear",500,50,8,"mi"
"4378","rbf",500,50,8,"mi"
"4379","matern32",500,50,8,"mi"
"4380","complex",500,50,8,"mi"
"4381","linear",1000,50,8,"mi"
"4382","rbf",1000,50,8,"mi"
"4383","matern32",1000,50,8,"mi"
"4384","complex",1000,50,8,"mi"
"4385","linear",100,100,8,"mi"
"4386","rbf",100,100,8,"mi"
"4387","matern32",100,100,8,"mi"
"4388","complex",100,100,8,"mi"
"4389","linear",200,100,8,"mi"
"4390","rbf",200,100,8,"mi"
"4391","matern32",200,100,8,"mi"
"4392","complex",200,100,8,"mi"
"4393","linear",500,100,8,"mi"
"4394","rbf",500,100,8,"mi"
"4395","matern32",500,100,8,"mi"
"4396","complex",500,100,8,"mi"
"4397","linear",1000,100,8,"mi"
"4398","rbf",1000,100,8,"mi"
"4399","matern32",1000,100,8,"mi"
"4400","complex",1000,100,8,"mi"
"4401","linear",100,200,8,"mi"
"4402","rbf",100,200,8,"mi"
"4403","matern32",100,200,8,"mi"
"4404","complex",100,200,8,"mi"
"4405","linear",200,200,8,"mi"
"4406","rbf",200,200,8,"mi"
"4407","matern32",200,200,8,"mi"
"4408","complex",200,200,8,"mi"
"4409","linear",500,200,8,"mi"
"4410","rbf",500,200,8,"mi"
"4411","matern32",500,200,8,"mi"
"4412","complex",500,200,8,"mi"
"4413","linear",1000,200,8,"mi"
"4414","rbf",1000,200,8,"mi"
"4415","matern32",1000,200,8,"mi"
"4416","complex",1000,200,8,"mi"
"4417","linear",100,25,9,"mi"
"4418","rbf",100,25,9,"mi"
"4419","matern32",100,25,9,"mi"
"4420","complex",100,25,9,"mi"
"4421","linear",200,25,9,"mi"
"4422","rbf",200,25,9,"mi"
"4423","matern32",200,25,9,"mi"
"4424","complex",200,25,9,"mi"
"4425","linear",500,25,9,"mi"
"4426","rbf",500,25,9,"mi"
"4427","matern32",500,25,9,"mi"
"4428","complex",500,25,9,"mi"
"4429","linear",1000,25,9,"mi"
"4430","rbf",1000,25,9,"mi"
"4431","matern32",1000,25,9,"mi"
"4432","complex",1000,25,9,"mi"
"4433","linear",100,50,9,"mi"
"4434","rbf",100,50,9,"mi"
"4435","matern32",100,50,9,"mi"
"4436","complex",100,50,9,"mi"
"4437","linear",200,50,9,"mi"
"4438","rbf",200,50,9,"mi"
"4439","matern32",200,50,9,"mi"
"4440","complex",200,50,9,"mi"
"4441","linear",500,50,9,"mi"
"4442","rbf",500,50,9,"mi"
"4443","matern32",500,50,9,"mi"
"4444","complex",500,50,9,"mi"
"4445","linear",1000,50,9,"mi"
"4446","rbf",1000,50,9,"mi"
"4447","matern32",1000,50,9,"mi"
"4448","complex",1000,50,9,"mi"
"4449","linear",100,100,9,"mi"
"4450","rbf",100,100,9,"mi"
"4451","matern32",100,100,9,"mi"
"4452","complex",100,100,9,"mi"
"4453","linear",200,100,9,"mi"
"4454","rbf",200,100,9,"mi"
"4455","matern32",200,100,9,"mi"
"4456","complex",200,100,9,"mi"
"4457","linear",500,100,9,"mi"
"4458","rbf",500,100,9,"mi"
"4459","matern32",500,100,9,"mi"
"4460","complex",500,100,9,"mi"
"4461","linear",1000,100,9,"mi"
"4462","rbf",1000,100,9,"mi"
"4463","matern32",1000,100,9,"mi"
"4464","complex",1000,100,9,"mi"
"4465","linear",100,200,9,"mi"
"4466","rbf",100,200,9,"mi"
"4467","matern32",100,200,9,"mi"
"4468","complex",100,200,9,"mi"
"4469","linear",200,200,9,"mi"
"4470","rbf",200,200,9,"mi"
"4471","matern32",200,200,9,"mi"
"4472","complex",200,200,9,"mi"
"4473","linear",500,200,9,"mi"
"4474","rbf",500,200,9,"mi"
"4475","matern32",500,200,9,"mi"
"4476","complex",500,200,9,"mi"
"4477","linear",1000,200,9,"mi"
"4478","rbf",1000,200,9,"mi"
"4479","matern32",1000,200,9,"mi"
"4480","complex",1000,200,9,"mi"
"4481","linear",100,25,10,"mi"
"4482","rbf",100,25,10,"mi"
"4483","matern32",100,25,10,"mi"
"4484","complex",100,25,10,"mi"
"4485","linear",200,25,10,"mi"
"4486","rbf",200,25,10,"mi"
"4487","matern32",200,25,10,"mi"
"4488","complex",200,25,10,"mi"
"4489","linear",500,25,10,"mi"
"4490","rbf",500,25,10,"mi"
"4491","matern32",500,25,10,"mi"
"4492","complex",500,25,10,"mi"
"4493","linear",1000,25,10,"mi"
"4494","rbf",1000,25,10,"mi"
"4495","matern32",1000,25,10,"mi"
"4496","complex",1000,25,10,"mi"
"4497","linear",100,50,10,"mi"
"4498","rbf",100,50,10,"mi"
"4499","matern32",100,50,10,"mi"
"4500","complex",100,50,10,"mi"
"4501","linear",200,50,10,"mi"
"4502","rbf",200,50,10,"mi"
"4503","matern32",200,50,10,"mi"
"4504","complex",200,50,10,"mi"
"4505","linear",500,50,10,"mi"
"4506","rbf",500,50,10,"mi"
"4507","matern32",500,50,10,"mi"
"4508","complex",500,50,10,"mi"
"4509","linear",1000,50,10,"mi"
"4510","rbf",1000,50,10,"mi"
"4511","matern32",1000,50,10,"mi"
"4512","complex",1000,50,10,"mi"
"4513","linear",100,100,10,"mi"
"4514","rbf",100,100,10,"mi"
"4515","matern32",100,100,10,"mi"
"4516","complex",100,100,10,"mi"
"4517","linear",200,100,10,"mi"
"4518","rbf",200,100,10,"mi"
"4519","matern32",200,100,10,"mi"
"4520","complex",200,100,10,"mi"
"4521","linear",500,100,10,"mi"
"4522","rbf",500,100,10,"mi"
"4523","matern32",500,100,10,"mi"
"4524","complex",500,100,10,"mi"
"4525","linear",1000,100,10,"mi"
"4526","rbf",1000,100,10,"mi"
"4527","matern32",1000,100,10,"mi"
"4528","complex",1000,100,10,"mi"
"4529","linear",100,200,10,"mi"
"4530","rbf",100,200,10,"mi"
"4531","matern32",100,200,10,"mi"
"4532","complex",100,200,10,"mi"
"4533","linear",200,200,10,"mi"
"4534","rbf",200,200,10,"mi"
"4535","matern32",200,200,10,"mi"
"4536","complex",200,200,10,"mi"
"4537","linear",500,200,10,"mi"
"4538","rbf",500,200,10,"mi"
"4539","matern32",500,200,10,"mi"
"4540","complex",500,200,10,"mi"
"4541","linear",1000,200,10,"mi"
"4542","rbf",1000,200,10,"mi"
"4543","matern32",1000,200,10,"mi"
"4544","complex",1000,200,10,"mi"
"4545","linear",100,25,11,"mi"
"4546","rbf",100,25,11,"mi"
"4547","matern32",100,25,11,"mi"
"4548","complex",100,25,11,"mi"
"4549","linear",200,25,11,"mi"
"4550","rbf",200,25,11,"mi"
"4551","matern32",200,25,11,"mi"
"4552","complex",200,25,11,"mi"
"4553","linear",500,25,11,"mi"
"4554","rbf",500,25,11,"mi"
"4555","matern32",500,25,11,"mi"
"4556","complex",500,25,11,"mi"
"4557","linear",1000,25,11,"mi"
"4558","rbf",1000,25,11,"mi"
"4559","matern32",1000,25,11,"mi"
"4560","complex",1000,25,11,"mi"
"4561","linear",100,50,11,"mi"
"4562","rbf",100,50,11,"mi"
"4563","matern32",100,50,11,"mi"
"4564","complex",100,50,11,"mi"
